Date,Prompt,Original Topic,Query,New Topic,Topic,Duplicate ID,Test,Topic_TSNE
2023-10-08,F,Local Surroundings,Does the university have any partnerships with local museums or cultural centers,15,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,F,Online Learning and Technology,How do I access the university's e-library or digital resources,10,Academic Resources,212,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Online Learning and Technology,Are there tutorials or guides for using the online student portal,10,Information Technology,,TRUE,"-508.04144287109375,40.713619232177734"
2023-10-08,F,Online Learning and Technology,Is there a platform for virtual group projects or collaborations,10,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Safety and Security,Does the campus have blue light emergency phones or panic buttons,4,Campus,145,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,F,Safety and Security,How can I report instances of discrimination or harassment,4,Feedback,,TRUE,"432.46820068359375,405.8965759277344"
2023-10-08,F,Safety and Security,Is there a night escort service for students,4,Emergency and Safety,174,FALSE,"485.61334228515625,-64.19918060302734"
2023-10-08,F,Admission Changes and Updates,How do changes in global events or circumstances impact admissions,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,F,Admission Changes and Updates,Can I get feedback on my unsuccessful application,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,F,Admission Changes and Updates,Are there bridge programs for students who don't meet direct admission requirements,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,F,Feedback and Improvement,How can I initiate a collaborative project or event on campus,14,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,F,Feedback and Improvement,Is there a channel to share innovative ideas for campus development,14,Feedback,223,FALSE,"432.46820068359375,405.8965759277344"
2023-10-08,F,Feedback and Improvement,How does the university gather feedback on its initiatives or programs,14,Feedback,223,TRUE,"432.46820068359375,405.8965759277344"
2023-10-08,G,Faculty and Staff,How are professors evaluated for their teaching effectiveness,8,Feedback,149,TRUE,"432.46820068359375,405.8965759277344"
2023-10-08,G,Faculty and Staff,Are there opportunities for students to collaborate on faculty-led projects,8,Research,84,FALSE,"-250.35284423828125,303.8739318847656"
2023-10-08,G,Faculty and Staff,Is there a way to see which faculty members have received awards or grants recently,8,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,G,Campus Infrastructure,Is there a quiet study zone or dedicated space on campus,3,Campus,73,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,G,Campus Infrastructure,How is the campus maintained during adverse weather conditions,3,Campus,228,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,G,Campus Infrastructure,Are there any ongoing construction or expansion projects,3,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,G,Academic Resources,Do students have access to professional or industry databases,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,G,Academic Resources,Can I get digital access to course materials and textbooks,9,Academic Resources,212,FALSE,"-70.98403930664062,122.0456314086914"
2023-10-08,G,Academic Resources,Are there special resource kits or toolsets for hands-on courses,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,G,Student Support Services,Are there transition programs for transfer students,11,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,G,Student Support Services,How does the university support students during crisis situations,11,Student Health and Wellness,,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,G,Student Support Services,Is there a dedicated helpline for addressing immediate academic concerns,11,Academic Resources,44,FALSE,"-70.98403930664062,122.0456314086914"
2023-10-08,G,Events and Campus Culture,How can I propose or invite a guest speaker to the university,6,Feedback,,TRUE,"432.46820068359375,405.8965759277344"
2023-10-08,G,Events and Campus Culture,Are there any innovation or entrepreneurial challenges held on campus,6,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,G,Events and Campus Culture,Do student organizations host events open to the entire student body,6,Campus,77,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,G,Policies and Procedures,Where can I find information about the university's sustainability initiatives,19,Community Engagement,113,FALSE,"364.3826904296875,-24.92564582824707"
2023-10-08,G,Policies and Procedures,How are disciplinary actions managed and communicated,19,Academic Calendar,131,FALSE,"-84.70146179199219,170.7164306640625"
2023-10-08,G,Policies and Procedures,Are there any specific guidelines for off-campus behavior or involvement,19,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,G,Post-Graduation,Does the university track the career trajectories of its alumni,2,Alumni,,TRUE,"-225.3961639404297,-117.83951568603516"
2023-10-08,G,Post-Graduation,Are there resources available for alumni seeking career changes,2,Alumni,,TRUE,"-225.3961639404297,-117.83951568603516"
2023-10-08,G,Post-Graduation,How can I stay engaged with the university after graduating,2,Alumni,,TRUE,"-225.3961639404297,-117.83951568603516"
2023-10-08,G,Local Surroundings,Are there guided tours or trips to explore the local heritage and history,15,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,G,Local Surroundings,Which local businesses offer partnerships or discounts to students,15,Financial Information,138,FALSE,"29.64777946472168,257.22271728515625"
2023-10-08,G,Local Surroundings,Is there a community bulletin or board where local events are posted,15,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,G,Online Learning and Technology,Can I access remote software or tools for my coursework,10,Information Technology,,TRUE,"-508.04144287109375,40.713619232177734"
2023-10-08,G,Online Learning and Technology,Is there a virtual reality or augmented reality lab for students,10,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,G,Online Learning and Technology,How does the university support students with limited internet access,10,Accessibility,,TRUE,"92.69905090332031,-164.10406494140625"
2023-10-08,G,Safety and Security,Are there protocols in place for natural disasters like earthquakes or floods,4,Emergency and Safety,228,FALSE,"485.61334228515625,-64.19918060302734"
2023-10-08,G,Safety and Security,How are cybersecurity threats managed for university digital resources,4,Information Technology,144,TRUE,"-508.04144287109375,40.713619232177734"
2023-10-08,G,Safety and Security,Does the university offer self-defense or safety workshops,4,Emergency and Safety,,TRUE,"485.61334228515625,-64.19918060302734"
2023-10-08,G,Admission Changes and Updates,How can I update or modify my application once submitted,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,G,Admission Changes and Updates,Are there pre-admission events or webinars I can attend,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,G,Admission Changes and Updates,Is it possible to apply for dual degrees or interdisciplinary programs,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,G,Feedback and Improvement,Are there committees or panels where students can participate in decision-making,14,Student Organizations,185,TRUE,"204.56529235839844,24.02768325805664"
2023-10-08,G,Feedback and Improvement,How are new initiatives or programs introduced based on student feedback,14,Feedback,223,FALSE,"432.46820068359375,405.8965759277344"
2023-10-08,G,Feedback and Improvement,Is there an open forum or town hall where students can voice concerns,14,Feedback,223,FALSE,"432.46820068359375,405.8965759277344"
2023-10-11,H,Study Abroad and Exchanges,How many study abroad and exchange programs does the university offer,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Which countries or institutions are partnered with the university for these programs,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there short-term summer programs available in addition to semester or year-long exchanges,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,What disciplines or majors have the most opportunities for study abroad,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there language immersion programs available,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,What are the eligibility criteria for participating in a study abroad program,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Is there a separate application process for exchange programs,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,How competitive is the selection process for popular destinations,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there interviews or essays required for the application,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,How does tuition work for study abroad Do I pay my home institution or the host institution,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there any scholarships or grants specifically for students wishing to study abroad,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Will my current financial aid package apply when studying abroad,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there any hidden costs or fees associated with the exchange program,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,What resources are available to help students prepare culturally and academically for their time abroad,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there pre-departure orientations or workshops,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,How does the university handle visa and immigration processes for students,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Do I need specific health insurance or vaccinations before traveling,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,How do course credits transfer back to my home university,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Can I fulfill major minor or general education requirements while abroad,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,How can I ensure that my study abroad courses align with my academic goals,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Will studying abroad delay my graduation date,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Does the university assist with finding housing or accommodation abroad,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are students typically placed in dorms homestays or independent housing,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,What is the average cost of living in the exchange destination,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there resources or guides on navigating daily life in the host country,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,What support structures are in place for students facing challenges while abroad,1,Study Abroad and Exchanges,285,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,How does the university handle emergencies or crises in the host country,1,Study Abroad and Exchanges,285,FALSE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there mental health resources or counseling available for students overseas,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Is there a point of contact or liaison at both the home and host institutions,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there re-entry or readjustment workshops for students returning from abroad,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,How can I share or leverage my abroad experience in my academic and professional journey,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,H,Study Abroad and Exchanges,Are there alumni networks for specific study abroad programs,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-11,I,Transportation and Parking,What are the different types of parking permits available for students faculty and visitors,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-11,I,Transportation and Parking,Where are the main parking lots or structures located relative to key campus buildings,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-11,I,Transportation and Parking,How does overnight parking work especially for residential students,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-11,I,Transportation and Parking,Are there specific parking accommodations or areas for eco-friendly or electric vehicles,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-11,I,Transportation and Parking,If a parking permit is sold out or unavailable are there alternative transportation recommendations or nearby public parking options,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-11,J,Housing,What types of on-campus housing options are available (eg dormitories apartments suites),13,Housing,10,FALSE,"262.19744873046875,-236.9348907470703"
2023-10-11,J,Housing,Are there themed or specialized housing options such as honors housing or international student communities,13,Housing,,TRUE,"262.19744873046875,-236.9348907470703"
2023-10-11,J,Housing,How are roommates assigned and is there an option to request a specific roommate,13,Housing,,TRUE,"262.19744873046875,-236.9348907470703"
2023-10-11,J,Housing,What amenities are included in the housing options (eg Wi-Fi laundry kitchen facilities),13,Housing,,TRUE,"262.19744873046875,-236.9348907470703"
2023-10-11,J,Housing,Are there housing options that accommodate specific needs such as disability-accessible rooms or gender-inclusive housing,13,Housing,,TRUE,"262.19744873046875,-236.9348907470703"
2023-10-11,K,Athletics,What intercollegiate sports teams does the university offer and in which divisions do they compete,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,K,Athletics,Are there intramural or club sports available for students who wish to participate recreationally,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,K,Athletics,What is the process for trying out for a varsity team or receiving an athletic scholarship,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,K,Campus,Where can students access the athletic facilities such as gyms swimming pools and tracks and what are their operating hours,3,Campus,13,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-11,K,Athletics,How can students get involved in non-playing roles such as sports management event coordination or athletic training,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,L,Athletics,What is the history and tradition of the university's athletics program,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,L,Athletics,Are there any recent championship titles or notable achievements by the athletic teams,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,L,Athletics,How does the university support student-athletes in balancing academics and sports,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,L,Athletics,Are there dedicated athletic training or rehabilitation facilities for injured athletes,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,L,Athletics,How can students and fans support the teams such as attending games joining supporter clubs or purchasing merchandise,12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-11,M,Research,What are the key research areas or disciplines the university is renowned for,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,Are there any specific research centers or institutes affiliated with the university,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,How can undergraduate students participate in or initiate research projects,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,What funding or grant opportunities are available for research projects at both the undergraduate and graduate levels,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,Are there collaborations or partnerships with industries other universities or organizations that foster joint research projects,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,How does the university facilitate interdisciplinary research across different departments,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,What platforms or events does the university offer for researchers to showcase their findings such as conferences or symposiums,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,Are there mentorship opportunities available for students seeking guidance in their research endeavors,16,Research,154,FALSE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,How does the university support the publication and dissemination of research outcomes,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,M,Research,Are there any recent or notable research breakthroughs or discoveries made at the university,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-11,N,Graduation,What are the requirements students need to fulfill in order to be eligible for graduation,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,How and when do students apply for graduation and is there a deadline,2,Graduation,110,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,Are there ceremonies for both winter and spring graduations How do they differ,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,How many tickets can each graduating student obtain for guests and are there provisions to request additional tickets,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,What is the attire for the graduation ceremony and where can students obtain or rent academic regalia,2,Graduation,335,FALSE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,Are there specific events or activities planned for graduating seniors in the weeks leading up to the ceremony,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,Where can students and families find information about parking accommodations and other logistical details for the graduation day,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,Are there provisions for students or guests with disabilities during the graduation ceremony,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,How does the university handle the distribution of diplomas or transcripts post-ceremony,2,Graduation,338,FALSE,"-152.3739013671875,-117.56211853027344"
2023-10-11,N,Graduation,Are there alumni association events or induction ceremonies taking place during or shortly after graduation,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,What exactly is a graduation ceremony and why is it important,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,How do I know if I've met all the criteria to graduate,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,How do I register or sign up to be a part of the graduation ceremony,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,What do I wear for the ceremony Is there a specific outfit or robe,2,Graduation,335,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,Where and when will the graduation take place How long does it usually last,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,Can my family and friends attend If so how many people can I invite,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,Will I receive my actual diploma during the ceremony or is it mailed to me later,2,Graduation,338,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,Is there a rehearsal or walkthrough for the ceremony Should I attend it,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,"What's the significance of the ""cap and gown"" and how do I wear them correctly",2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,O,Graduation,Are there any traditions or specific actions I should be aware of during the ceremony like moving a tassel or shaking hands,2,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-11,P,Academic Calendar,What are academic policies and why are they important for students to know,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,How do I find a comprehensive list of all academic policies for the university,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,Are there specific policies about attendance and participation in classes,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,What happens if I miss an exam or a major assignment deadline,9,Academic Calendar,99,FALSE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,How does the university handle academic dishonesty or plagiarism,9,Academic Calendar,131,FALSE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,Is there a policy for requesting accommodations for disabilities or health conditions,9,Accessibility,105,FALSE,"92.69905090332031,-164.10406494140625"
2023-10-11,P,Academic Calendar,Can I retake a class if I don't do well And how does that affect my academic record,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,Are there rules about transferring credits from other institutions or taking courses outside the university,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,What should I do if I feel a grade I received isn't fair or accurate,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-11,P,Academic Calendar,How do academic warnings probation and suspensions work And what can I do if I'm in one of these situations,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
